player_name,team,pos,age,game_played,minutes_played,per,true_s_perc,Three_Att_r,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,offensive_ws,defensive_ws,ws,ws_per_48,offensive_plus_minus,defensive_plus_minus,plus_minus,vorp
Braxton Key,TOT,SF,24,11,197,13.7,.508,.292,.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,-0.1,0.3,0.2,.052,-3.8,0.6,-3.3,-0.1
George King,DAL,SF,28,4,19,-12.3,.085,.800,.400,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,-0.1,0.0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1
Louis King,SAC,SF,22,10,104,8.1,.438,.574,.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,0.0,0.0,0.0,.000,-3.0,-1.6,-4.6,-0.1
Corey Kispert,WAS,SF,22,77,1801,10.9,.586,.623,.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,.061,-0.8,-1.5,-2.3,-0.1
Maxi Kleber,DAL,PF,30,59,1450,11.0,.537,.720,.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,0.7,2.3,3.0,.098,-1.6,1.2,-0.4,0.6
Brandon Knight,DAL,PG,30,5,65,13.0,.561,.680,.320,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,.091,-2.7,-1.9,-4.6,0.0
Nathan Knight,MIN,PF,24,37,267,18.7,.603,.148,.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1.0,.171,-0.7,0.1,-0.6,0.1
Kevin Knox,TOT,SF,22,30,222,10.9,.491,.635,.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,0.1,0.2,0.2,.047,-1.9,-2.2,-4.1,-0.1
John Konchar,MEM,SG,25,72,1292,14.0,.615,.481,.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,.155,0.2,1.3,1.5,1.2
Furkan Korkmaz,PHI,SG,24,67,1414,10.2,.502,.566,.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,.041,-2.0,-1.1,-3.1,-0.4
Luke Kornet,TOT,C,26,15,103,16.6,.506,.185,.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,0.2,0.2,0.4,.194,-0.9,0.4,-0.5,0.0
Vit Krejci,OKC,SG,21,30,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,.042,-4.3,-1.0,-5.3,-0.6
Arnoldas Kulboka,CHO,SF,24,2,5,-10.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.217,-14.7,-7.1,-21.8,0.0
Jonathan Kuminga,GSW,SF,19,70,1185,15.2,.600,.324,.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,.123,-1.3,-0.2,-1.5,0.1
Kyle Kuzma,WAS,PF,26,66,2204,15.2,.547,.401,.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0.0,2.0,2.0,.044,0.2,-0.4,-0.2,1.0
Anthony Lamb,SAS,SF,24,2,8,-0.5,.000,1.000,.000,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.138,-6.2,-1.8,-8.0,0.0
Jeremy Lamb,TOT,SF-SG,29,56,935,13.3,.521,.490,.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,0.6,0.6,1.2,.063,-0.4,-0.5,-0.8,0.3
Jock Landale,SAS,C,26,54,589,16.0,.597,.436,.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,.121,0.7,-1.1,-0.4,0.2
Romeo Langford,TOT,SG,22,48,771,9.2,.520,.445,.220,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1.0,1.3,.082,-2.3,1.0,-1.4,0.1
Zach LaVine,CHI,SF,26,67,2328,20.0,.605,.401,.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,.120,3.9,-1.5,2.4,2.6
Jake Layman,MIN,SF,27,34,231,9.0,.500,.479,.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-0.1,0.2,0.1,.024,-3.3,-0.6,-3.9,-0.1
Damion Lee,GSW,SG,29,63,1256,10.9,.561,.488,.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,.102,-2.4,0.4,-2.0,0.0
Saben Lee,DET,PG,22,37,604,13.8,.499,.339,.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,.073,-1.9,1.5,-0.4,0.2
Alex Len,SAC,C,28,39,620,13.1,.577,.119,.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,.070,-3.2,0.3,-2.9,-0.1
Caris LeVert,TOT,SG,27,58,1781,15.1,.525,.300,.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,1.2,1.0,2.2,.059,0.0,-1.2,-1.2,0.4
Kira Lewis Jr.,NOP,PG,20,24,341,9.8,.466,.397,.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4.0,-0.2
Scottie Lewis,CHO,SG,21,2,7,14.6,.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,0.0,0.0,0.0,.164,0.0,5.9,6.0,0.0
Damian Lillard,POR,PG,31,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,.079,4.0,-2.7,1.3,0.9
Nassir Little,POR,SF,21,42,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,.076,-0.9,-0.6,-1.5,0.2
Isaiah Livers,DET,SF,23,19,383,11.1,.629,.711,.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,.085,-1.3,-0.2,-1.5,0.0
Kevon Looney,GSW,C,25,82,1732,15.7,.586,.003,.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,.187,-0.9,1.7,0.9,1.3
Brook Lopez,MIL,C,33,13,298,16.0,.570,.405,.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,0.3,0.3,0.7,.108,-0.7,-0.7,-1.3,0.1
Robin Lopez,ORL,C,33,36,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,.064,-2.4,-1.4,-3.8,-0.3
Didi Louzada,TOT,SG-SF,22,9,129,6.4,.517,.697,.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,0.0,0.0,0.0,-0.005,-4.1,-3.4,-7.5,-0.2
Kevin Love,CLE,PF,33,74,1665,19.6,.594,.627,.260,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,3.2,2.5,5.7,.164,4.3,0.1,4.5,2.7
Kyle Lowry,MIA,PG,35,63,2133,15.0,.600,.609,.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,.143,1.1,0.8,1.9,2.1
Gabriel Lundberg,PHO,SG,27,4,44,7.7,.342,.421,.000,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,-0.1,0.1,0.0,-0.005,-5.3,0.5,-4.8,0.0
Timothé Luwawu-Cabarrot,ATL,SF,26,52,685,9.3,.556,.656,.220,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,.061,-2.3,-1.0,-3.3,-0.2
Trey Lyles,TOT,PF,26,75,1537,16.4,.588,.372,.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.4,1.2,3.5,.111,0.5,-0.8,-0.3,0.7
Théo Maledon,OKC,PG,20,51,908,10.6,.500,.473,.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,.015,-3.7,-0.7,-4.4,-0.6
Sandro Mamukelashvili,MIL,PF,22,41,407,14.7,.618,.452,.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,.135,0.6,-1.0,-0.3,0.2
Terance Mann,LAC,SF,25,81,2317,13.4,.572,.301,.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,3.1,2.4,5.5,.113,-0.8,0.2,-0.6,0.8
Tre Mann,OKC,PG,20,60,1367,10.2,.501,.463,.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,.002,-3.3,-1.1,-4.3,-0.8
Boban Marjanović,DAL,C,33,23,128,18.5,.615,.057,.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,-0.1,0.2,0.1,.045,-3.2,-1.2,-4.4,-0.1
Lauri Markkanen,CLE,PF,24,61,1878,14.7,.582,.541,.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5.0,.127,0.4,-0.1,0.4,1.1
Naji Marshall,NOP,SF,24,55,735,12.3,.505,.390,.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,.050,-2.7,-0.5,-3.2,-0.2
Caleb Martin,MIA,SF,26,60,1372,14.8,.611,.378,.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,.139,0.1,0.9,1.1,1.1
Cody Martin,CHO,SF,26,71,1866,12.7,.579,.376,.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,.101,-1.2,0.7,-0.5,0.7
Kelan Martin,TOT,SF,26,30,450,9.4,.484,.439,.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0.0,.005,-2.6,-1.0,-3.6,-0.2
Kenyon Martin Jr.,HOU,SF,21,79,1656,14.3,.603,.321,.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,2.3,0.6,2.9,.084,0.0,-1.2,-1.2,0.4
Garrison Mathews,HOU,SG,25,65,1712,11.0,.602,.837,.390,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,.078,-1.3,-1.0,-2.3,-0.1
Dakota Mathias,MEM,SG,26,6,16,11.0,.500,1.000,.000,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,0.0,0.0,0.0,.114,-1.4,1.7,0.3,0.0
Wesley Matthews,MIL,SG,35,49,1002,6.9,.536,.714,.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,.056,-3.0,-0.3,-3.3,-0.3
Tyrese Maxey,PHI,PG,21,75,2650,16.2,.594,.311,.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,.132,1.3,-0.7,0.6,1.8
Skylar Mays,ATL,SG,24,28,220,11.7,.589,.391,.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,0.2,0.1,0.3,.061,-1.2,-0.8,-2.0,0.0
Miles McBride,NYK,PG,21,40,372,6.1,.393,.630,.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,.032,-5.5,1.0,-4.5,-0.2
Mac McClung,TOT,SG-PG,23,2,25,5.2,.621,.500,.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0.0,0.0,0.0,-0.043,-8.4,-1.2,-9.6,0.0
CJ McCollum,TOT,SG,30,62,2145,18.3,.553,.403,.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,.081,3.2,-1.3,1.9,2.1
T.J. McConnell,IND,PG,29,27,652,15.1,.525,.159,.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,.098,-0.4,1.4,0.9,0.5
Jaden McDaniels,MIN,PF,21,70,1803,10.3,.553,.455,.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,.065,-2.9,-0.1,-2.9,-0.4
Jalen McDaniels,CHO,SF,24,55,895,12.7,.595,.425,.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,.093,-1.9,-0.4,-2.3,-0.1
Doug McDermott,SAS,PF,30,51,1223,11.4,.593,.551,.110,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,.062,-0.4,-2.1,-2.5,-0.1
JaVale McGee,PHO,C,34,74,1172,22.6,.651,.020,.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,.201,-0.1,0.9,0.8,0.8
Cameron McGriff,POR,SF,24,3,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,.097,-1.0,-3.0,-4.0,0.0
Rodney McGruder,DET,SG,30,51,754,11.6,.577,.649,.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,.075,-0.7,-0.7,-1.4,0.1
Alfonzo McKinnie,CHI,SF,29,17,206,5.6,.457,.443,.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4
JaQuori McLaughlin,DAL,PG,24,4,11,-2.9,.000,.500,.000,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,0.0,0.0,0.0,-0.101,-9.4,-4.2,-13.6,0.0
Jordan McLaughlin,MIN,PG,25,62,902,13.4,.535,.425,.200,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,.123,-1.2,1.6,0.4,0.6
Ben McLemore,POR,SG,28,64,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,.031,-0.7,-2.5,-3.2,-0.4
De'Anthony Melton,MEM,SG,23,73,1657,15.2,.529,.535,.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,.107,0.3,1.6,1.9,1.6
Sam Merrill,MEM,SG,25,6,58,7.5,.485,.958,.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,.029,-2.2,-3.4,-5.6,-0.1
Chimezie Metu,SAC,C,24,60,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,.056,-1.6,0.1,-1.5,0.2
Khris Middleton,MIL,SF,30,66,2141,18.1,.577,.425,.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,.119,1.9,-0.3,1.6,1.9
C.J. Miles,BOS,SG,34,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.030,-16.3,0.0,-16.3,0.0
Patty Mills,BRK,PG,33,81,2346,10.4,.563,.715,.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,.058,-0.3,-1.4,-1.7,0.2
Paul Millsap,TOT,PF,36,33,376,10.8,.458,.304,.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0.0,0.5,0.5,.061,-3.7,0.3,-3.4,-0.1
Shake Milton,PHI,PG,25,55,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,.069,-1.6,-0.6,-2.2,-0.1
Davion Mitchell,SAC,PG,23,75,2076,10.8,.489,.380,.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,-0.5,0.6,0.1,.003,-2.1,-1.7,-3.8,-0.9
Donovan Mitchell,UTA,SG,25,67,2266,21.6,.572,.475,.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,.152,4.6,-0.3,4.3,3.6
Evan Mobley,CLE,PF,20,69,2331,16.1,.549,.111,.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,.107,-0.9,1.5,0.6,1.5
Malik Monk,LAL,SG,23,76,2139,14.4,.597,.535,.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,.081,0.5,-1.0,-0.5,0.8
Greg Monroe,TOT,C,31,14,195,19.5,.566,.000,.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,0.4,0.3,0.7,.169,-0.3,0.7,0.4,0.1
Moses Moody,GSW,SG,19,52,607,10.5,.573,.601,.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,.101,-1.4,-1.1,-2.5,-0.1
Xavier Moon,LAC,SG,27,10,137,16.2,.545,.275,.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,0.2,0.2,0.3,.121,-1.1,1.0,-0.1,0.1
Matt Mooney,NYK,SG,24,1,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,-0.1,0.0,0.0,-0.915,-33.9,11.5,-22.3,0.0
Ja Morant,MEM,PG,22,57,1889,24.4,.575,.218,.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.7,.171,6.2,-0.1,6.1,3.9
Juwan Morgan,TOT,PF,24,2,31,8.3,.833,.667,.000,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,0.1,0.0,0.1,.124,-3.3,-3.9,-7.1,0.0
Jaylen Morris,SAS,SG,26,3,16,-11.4,.129,.333,.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,-0.1,0.0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1
Marcus Morris,LAC,PF,32,54,1564,13.7,.549,.398,.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,0.9,1.5,2.4,.074,-0.3,-1.0,-1.4,0.3
Markieff Morris,MIA,PF,32,17,298,10.9,.547,.342,.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,0.0,0.3,0.3,.054,-1.5,-0.4,-1.9,0.0
Monte Morris,DEN,PG,26,75,2239,14.7,.583,.406,.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,.116,0.8,-0.8,0.0,1.1
Emmanuel Mudiay,SAC,PG,25,2,11,12.3,.399,.000,2.000,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,0.0,0.0,0.0,.023,-2.7,1.5,-1.2,0.0
Mychal Mulder,TOT,PG,27,17,239,3.7,.438,.701,.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.050,-5.9,-1.8,-7.7,-0.3
Ade Murkey,SAC,SG,24,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0
Trey Murphy III,NOP,SF,21,62,864,12.5,.558,.671,.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,.104,0.2,-1.4,-1.2,0.2
Dejounte Murray,SAS,PG,25,68,2366,22.3,.533,.237,.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,.149,3.7,1.7,5.4,4.4
Mike Muscala,OKC,C,30,43,592,19.7,.630,.657,.230,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,.170,3.8,1.2,5.0,1.1
Svi Mykhailiuk,TOR,SF,24,56,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,.052,-2.7,-0.2,-2.9,-0.2
Abdel Nader,PHO,SF,28,14,145,4.9,.431,.400,.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-5.0,-0.1
Larry Nance Jr.,TOT,PF,29,46,1040,14.4,.590,.283,.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,1.5,0.8,2.3,.104,-0.5,0.4,-0.1,0.5
RJ Nembhard Jr.,CLE,SG,22,14,63,8.0,.380,.111,.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,0.0,0.0,0.0,.010,-4.4,-1.5,-5.9,-0.1
Aaron Nesmith,BOS,SF,22,52,574,7.3,.507,.632,.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,.038,-4.9,0.7,-4.3,-0.3
Raul Neto,WAS,PG,29,70,1372,12.4,.538,.272,.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,0.7,0.8,1.5,.053,-2.5,-0.5,-3.0,-0.4
Malik Newman,CLE,PG,24,1,8,28.6,.680,.200,.400,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,0.0,0.0,0.0,.179,6.3,0.1,6.4,0.0
Georges Niang,PHI,PF,28,76,1736,10.7,.594,.687,.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,1.5,1.3,2.8,.077,-0.8,-1.1,-1.9,0.0
Daishen Nix,HOU,SG,19,24,261,8.1,.480,.388,.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,-0.3,0.1,-0.2,-0.033,-5.4,-1.0,-6.4,-0.3
Zeke Nnaji,DEN,PF,21,41,698,13.5,.629,.430,.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,.123,-0.7,-1.6,-2.2,0.0
Nerlens Noel,NYK,C,27,25,562,11.8,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,.128,-3.1,3.3,0.3,0.3
Jaylen Nowell,MIN,SG,22,62,975,16.8,.581,.387,.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,.138,1.5,-0.7,0.8,0.7
Frank Ntilikina,DAL,PG,23,58,685,10.4,.513,.498,.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,0.1,0.9,0.9,.065,-2.9,0.9,-2.0,0.0
Jusuf Nurkić,POR,C,27,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,.110,0.1,0.2,0.3,0.9
David Nwaba,HOU,SF,29,46,609,15.3,.567,.278,.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,0.8,0.5,1.3,.105,-0.6,0.0,-0.6,0.2
Jordan Nwora,MIL,SF,23,62,1185,9.9,.506,.491,.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,-0.4,1.1,0.6,.025,-2.7,-1.5,-4.1,-0.6
Royce O'Neale,UTA,SF,28,77,2406,10.3,.608,.689,.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,2.7,2.8,5.5,.109,-0.8,1.7,0.8,1.7
Semi Ojeleye,TOT,PF,27,30,406,6.7,.438,.505,.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,.029,-4.1,-1.6,-5.8,-0.4
Chuma Okeke,ORL,PF,23,70,1749,12.0,.501,.645,.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,-0.3,2.5,2.2,.060,-1.6,1.5,-0.1,0.8
Josh Okogie,MIN,SG,23,49,516,9.0,.526,.452,.490,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,0.1,0.5,0.7,.062,-3.7,0.9,-2.7,-0.1
Onyeka Okongwu,ATL,C,21,48,992,19.8,.714,.000,.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,3.1,1.1,4.2,.202,0.0,0.8,0.8,0.7
Isaac Okoro,CLE,SF,21,67,1981,10.4,.589,.364,.360,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,2.4,1.9,4.2,.103,-2.4,0.7,-1.7,0.1
KZ Okpala,MIA,PF,22,21,244,10.4,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,0.2,0.3,0.5,.097,-3.2,0.4,-2.8,-0.1
Victor Oladipo,MIA,SG,29,8,173,16.8,.608,.493,.260,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,.124,1.8,-0.5,1.3,0.1
Cameron Oliver,ATL,SF,25,2,43,21.4,.705,.200,.200,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,0.2,0.0,0.2,.219,2.3,-0.6,1.7,0.0
Kelly Olynyk,DET,C,30,40,764,16.7,.561,.416,.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,0.8,0.8,1.6,.104,0.5,1.0,1.6,0.7
Eugene Omoruyi,DAL,SF,24,4,18,17.0,.518,.400,.800,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,0.1,0.0,0.1,.201,3.3,0.7,4.0,0.0
Miye Oni,UTA,SG,24,16,44,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,-0.1,0.0,0.0,-0.032,-7.6,-0.3,-7.9,-0.1
Cedi Osman,CLE,SF,26,66,1462,13.3,.563,.628,.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,.094,-0.3,0.5,0.2,0.8
Daniel Oturu,TOR,C,22,3,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,0.0,0.0,0.1,.121,-2.7,-2.5,-5.2,0.0
Kelly Oubre Jr.,CHO,SF,26,76,1999,14.9,.560,.593,.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,1.8,1.4,3.3,.079,0.2,-1.6,-1.4,0.3
Jaysean Paige,DET,PG,27,1,7,-22.2,.000,.667,.000,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0
Trayvon Palmer,DET,SG,27,1,17,-5.7,.000,.000,.000,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,-0.1,0.0,0.0,-0.133,-13.1,-1.8,-15.0,-0.1
Kevin Pangos,CLE,PG,29,24,166,6.5,.408,.565,.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,-0.1,0.1,0.1,.016,-4.7,-1.4,-6.1,-0.2
Jabari Parker,BOS,PF,26,12,112,14.8,.632,.421,.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,0.1,0.2,0.3,.141,-0.4,1.1,0.7,0.1
Eric Paschall,UTA,PF,25,58,736,13.9,.612,.460,.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,1.4,0.5,2.0,.128,0.5,-1.0,-0.5,0.3
Chris Paul,PHO,PG,36,65,2139,20.8,.581,.270,.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,5.8,3.6,9.4,.210,3.1,2.3,5.4,4.0
Cameron Payne,PHO,PG,27,58,1278,13.8,.500,.359,.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,0.2,1.8,1.9,.073,-0.4,0.4,0.0,0.7
Elfrid Payton,PHO,PG,27,50,549,7.9,.397,.103,.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,-1.0,0.8,-0.2,-0.014,-4.6,1.2,-3.5,-0.2
Gary Payton II,GSW,PG,29,71,1247,17.8,.679,.349,.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,2.5,2.6,5.2,.199,0.3,3.4,3.7,1.8
